database_id,target_id,comparator_id,analysis_id,covariate_id,coefficient
TMU_CRD,239,237,1,1436678402,-2.87463910680085
TMU_CRD,239,237,1,12003,2.7252447940854396
TMU_CRD,239,237,1,11003,2.6848735093865215
TMU_CRD,239,237,1,14003,2.3219770572343044
TMU_CRD,239,237,1,13003,2.2470340756866385
TMU_CRD,239,237,1,1348265402,2.1916966827771436
TMU_CRD,239,237,1,1904,2.074310922195508
TMU_CRD,239,237,1,15003,1.921802996836063
TMU_CRD,239,237,1,1315946402,1.7540931212225226
TMU_CRD,239,237,1,1398399402,1.567960050245495
TMU_CRD,239,237,1,16003,1.5625917896250747
TMU_CRD,239,237,1,2007006,-1.5176073053700132
TMU_CRD,239,237,1,1436678403,-1.4790173034637608
TMU_CRD,239,237,1,10003,1.426510372883102
TMU_CRD,239,237,1,2009006,-1.378211878542936
TMU_CRD,239,237,1,0,-1.2977392520309456
TMU_CRD,239,237,1,2010006,-1.1845725629769894
TMU_CRD,239,237,1,135489202,-1.1313314375512402
TMU_CRD,239,237,1,7003,-1.0836405059489338
TMU_CRD,239,237,1,81250202,-1.0750575888981226
TMU_CRD,239,237,1,1348265403,1.0163429343358685
TMU_CRD,239,237,1,8003,-1.0048762932497715
TMU_CRD,239,237,1,1315946403,0.9886681197013155
TMU_CRD,239,237,1,78097202,0.8653263849628234
TMU_CRD,239,237,1,6003,-0.8652156541403393
TMU_CRD,239,237,1,254591202,0.8532622577024433
TMU_CRD,239,237,1,1436678404,-0.8193214657907855
TMU_CRD,239,237,1,46271022202,-0.7281786946200168
TMU_CRD,239,237,1,2012006,-0.7266689599173777
TMU_CRD,239,237,1,200775202,-0.706242774765791
TMU_CRD,239,237,1,381292202,0.6614503722823206
TMU_CRD,239,237,1,17003,0.6609779337091326
TMU_CRD,239,237,1,1560524402,0.6583539193585535
TMU_CRD,239,237,1,920458402,-0.6499106859340673
TMU_CRD,239,237,1,1348265404,0.5570570722069406
TMU_CRD,239,237,1,2013006,-0.5340297946007642
TMU_CRD,239,237,1,80767204,-0.5310454462129087
TMU_CRD,239,237,1,2005006,-0.49848668692356046
TMU_CRD,239,237,1,1315946404,0.4977567328342099
TMU_CRD,239,237,1,19028950402,0.49649315663639104
TMU_CRD,239,237,1,1786621403,-0.4794095141001026
TMU_CRD,239,237,1,1786621402,-0.45363283406901317
TMU_CRD,239,237,1,81902202,0.38844838157019795
TMU_CRD,239,237,1,78097203,0.3872498262344387
TMU_CRD,239,237,1,2011006,-0.3829928466648469
TMU_CRD,239,237,1,1398399403,0.3709943275490963
TMU_CRD,239,237,1,25297203,0.3435318119341675
TMU_CRD,239,237,1,753626403,-0.33826462999441537
TMU_CRD,239,237,1,915175404,0.3300638463709112
TMU_CRD,239,237,1,19011355404,0.3299726281878047
TMU_CRD,239,237,1,4056770202,0.3228873970318272
TMU_CRD,239,237,1,72576203,-0.3228800877217667
TMU_CRD,239,237,1,44784217203,0.3187044757765081
TMU_CRD,239,237,1,201613202,-0.31757826894596564
TMU_CRD,239,237,1,75010202,-0.3111332133374641
TMU_CRD,239,237,1,1550557402,0.3053345125542305
TMU_CRD,239,237,1,1103314403,0.29736837036272223
TMU_CRD,239,237,1,440956202,0.28407344231602905
TMU_CRD,239,237,1,938268403,0.28345183568833493
TMU_CRD,239,237,1,967823402,-0.278203095013176
TMU_CRD,239,237,1,2017006,0.2709418539099185
TMU_CRD,239,237,1,19089992402,0.2614858452181014
TMU_CRD,239,237,1,1346823402,-0.25691565094255764
TMU_CRD,239,237,1,315085204,-0.2546209933239288
TMU_CRD,239,237,1,1308842402,0.25019714102110613
TMU_CRD,239,237,1,1506270402,-0.24750118314723069
TMU_CRD,239,237,1,45775571404,0.24644838328658206
TMU_CRD,239,237,1,2019006,0.24469203781910615
TMU_CRD,239,237,1,8007,0.21850904286531023
TMU_CRD,239,237,1,717136403,-0.21836649070852382
TMU_CRD,239,237,1,914335402,-0.21657057670427537
TMU_CRD,239,237,1,1125315403,0.20736473466688127
TMU_CRD,239,237,1,196359204,-0.206146774799435
TMU_CRD,239,237,1,708298403,-0.20339424076871188
TMU_CRD,239,237,1,1597756403,-0.1858333552556774
TMU_CRD,239,237,1,9007,-0.18569743226976682
TMU_CRD,239,237,1,73819202,-0.18132579147729241
TMU_CRD,239,237,1,1510813404,0.17931831677243915
TMU_CRD,239,237,1,78804204,-0.17897374186966583
TMU_CRD,239,237,1,319835202,-0.17829056392839737
TMU_CRD,239,237,1,18003,0.17795732386257349
TMU_CRD,239,237,1,320128203,0.17089619926016866
TMU_CRD,239,237,1,200763203,0.16900410336500052
TMU_CRD,239,237,1,432867203,0.16491950054713744
TMU_CRD,239,237,1,45892419403,0.16177896984309692
TMU_CRD,239,237,1,436962202,-0.15721671160782566
TMU_CRD,239,237,1,135489203,-0.15535756985913549
TMU_CRD,239,237,1,1163944402,0.15356670866078698
TMU_CRD,239,237,1,2016006,0.1473274106486305
TMU_CRD,239,237,1,1110410403,0.14424869992373315
TMU_CRD,239,237,1,2020006,0.14326429052360962
TMU_CRD,239,237,1,4193704204,-0.14254336194447081
TMU_CRD,239,237,1,2014006,-0.13985919503069077
TMU_CRD,239,237,1,1836430402,-0.13669416129678827
TMU_CRD,239,237,1,1110410404,0.13620697209908555
TMU_CRD,239,237,1,6007,-0.13311848636974358
TMU_CRD,239,237,1,748010402,-0.13257240201213785
TMU_CRD,239,237,1,11007,-0.12984925285872662
TMU_CRD,239,237,1,1901,0.12978505625337058
TMU_CRD,239,237,1,1328165402,0.12889264027109593
TMU_CRD,239,237,1,4007,0.125829677403283
TMU_CRD,239,237,1,1112807402,0.1247980989787315
TMU_CRD,239,237,1,989878402,-0.12018069540585855
TMU_CRD,239,237,1,2018006,0.11655077872000283
TMU_CRD,239,237,1,438720203,0.11384538510184798
TMU_CRD,239,237,1,19018544404,-0.11320058105140565
TMU_CRD,239,237,1,38003580004,-0.10990209314839536
TMU_CRD,239,237,1,1713332402,0.0999118907265356
TMU_CRD,239,237,1,1713332403,0.09960460870998693
TMU_CRD,239,237,1,781039402,0.09766471899962403
TMU_CRD,239,237,1,437827203,0.09327355109006563
TMU_CRD,239,237,1,795113403,0.09055095877298387
TMU_CRD,239,237,1,778268402,-0.08839118277088333
TMU_CRD,239,237,1,439777202,-0.08324411810250106
TMU_CRD,239,237,1,1771162404,-0.07970541846382469
TMU_CRD,239,237,1,1351557402,-0.07305919163105343
TMU_CRD,239,237,1,194696202,0.07085648200862246
TMU_CRD,239,237,1,1124300402,-0.06664530838265965
TMU_CRD,239,237,1,1125315404,0.06606723440628583
TMU_CRD,239,237,1,906780402,-0.06577937320435548
TMU_CRD,239,237,1,379019202,-0.06271552850714214
TMU_CRD,239,237,1,8552004,0.05612818827412294
TMU_CRD,239,237,1,2007,-0.05590096455618274
TMU_CRD,239,237,1,436353202,0.05071659625258222
TMU_CRD,239,237,1,442077203,-0.04874410787477808
TMU_CRD,239,237,1,440956203,0.04630698173251739
TMU_CRD,239,237,1,1398399404,0.04566170020266076
TMU_CRD,239,237,1,73553202,-0.0436518793747593
TMU_CRD,239,237,1,77030202,-0.03874297310087145
TMU_CRD,239,237,1,78097204,0.034237187099402246
TMU_CRD,239,237,1,914335404,-0.03360285965157429
TMU_CRD,239,237,1,906780404,0.03276918104241261
